event_time,source_ip,source_country,request_uri,terminatingruleid,action,country_code,rule_code,uri_len
31:14.0,203.19.202.167,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,188.205.239.252,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,237.111.31.140,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,54.50.158.128,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,105.129.223.145,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,226.128.13.109,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,38.211.192.205,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,49.159.175.78,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,34.52.212.61,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,70.117.85.223,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,192.66.166.11,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,73.33.120.239,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,222.100.78.173,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,142.154.222.103,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,200.44.89.128,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,193.134.181.249,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,72.122.48.47,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,50.109.90.90,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,72.196.190.187,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,171.85.228.167,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,149.53.146.28,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,241.72.26.225,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,88.64.242.106,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,177.218.205.120,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,26.212.111.200,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,117.35.170.128,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,204.209.251.137,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,62.192.40.36,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,76.235.199.177,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,95.86.72.123,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,184.191.49.100,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,158.237.101.154,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,30.17.208.231,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,179.38.165.249,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,112.43.6.122,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,108.146.145.240,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,192.191.201.9,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,48.63.247.122,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,40.116.107.121,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,158.188.187.214,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,167.62.31.161,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,193.66.186.21,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,99.187.97.13,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,169.173.125.20,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,50.54.182.220,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,85.194.23.126,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,142.14.11.12,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,217.44.224.35,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,126.241.12.223,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,190.2.91.131,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,137.81.35.106,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,55.51.201.233,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,242.198.4.6,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,222.17.153.101,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,237.94.141.13,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,79.195.248.70,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,114.143.253.185,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,79.26.2.248,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,24.53.26.130,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,67.77.194.249,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,103.120.156.28,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,237.223.175.232,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,149.212.249.93,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,133.61.7.153,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,203.234.172.145,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,11.107.148.88,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,3.120.55.150,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,219.24.94.232,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,155.199.71.125,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,102.76.246.232,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,138.242.189.203,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,159.206.224.102,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,126.169.114.204,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,46.170.184.44,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,59.171.211.171,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,171.55.126.105,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,21.40.53.79,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,206.113.70.116,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,53.246.211.161,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,12.118.227.214,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,206.28.141.1,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,127.43.166.198,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,77.31.131.94,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,167.195.139.172,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,128.28.186.77,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,232.87.139.180,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,185.201.70.76,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,183.184.66.136,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,30.214.87.35,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,84.45.213.252,NL,/,Allow-Only-Korea,BLOCK,1,1,10
,222.222.167.167,,,,,99,999,500
,222.222.13.9,,,,,99,999,500
,222.222.32.243,,,,,99,999,500
,222.222.218.17,,,,,99,999,500
,222.222.236.62,,,,,99,999,500
,222.222.87.208,,,,,99,999,500
,222.222.164.138,,,,,99,999,500
,222.222.100.69,,,,,99,999,500
,222.222.29.164,,,,,99,999,500
,222.222.169.5,,,,,99,999,500
,222.222.166.92,,,,,99,999,500
,222.222.149.41,,,,,99,999,500
,222.222.242.88,,,,,99,999,500
,222.222.74.140,,,,,99,999,500
,222.222.185.212,,,,,99,999,500
,222.222.142.10,,,,,99,999,500
,222.222.247.54,,,,,99,999,500
,222.222.217.252,,,,,99,999,500
,222.222.1.3,,,,,99,999,500
,222.222.156.177,,,,,99,999,500
,222.222.97.115,,,,,99,999,500
,222.222.10.70,,,,,99,999,500
,222.222.233.26,,,,,99,999,500
,222.222.249.200,,,,,99,999,500
,222.222.167.167,,,,,99,999,500
,222.222.219.220,,,,,99,999,500
,222.222.124.166,,,,,99,999,500
,222.222.251.105,,,,,99,999,500
,222.222.108.72,,,,,99,999,500
,222.222.191.249,,,,,99,999,500
,222.222.101.54,,,,,99,999,500
,222.222.67.128,,,,,99,999,500
,222.222.113.196,,,,,99,999,500
,222.222.153.3,,,,,99,999,500
,222.222.212.195,,,,,99,999,500
,222.222.97.129,,,,,99,999,500
,222.222.45.103,,,,,99,999,500
,222.222.110.59,,,,,99,999,500
,222.222.253.158,,,,,99,999,500
,222.222.90.118,,,,,99,999,500
,222.222.176.133,,,,,99,999,500
,222.222.156.233,,,,,99,999,500
,222.222.236.70,,,,,99,999,500
,222.222.88.7,,,,,99,999,500
,222.222.229.123,,,,,99,999,500
,222.222.30.224,,,,,99,999,500
,222.222.252.57,,,,,99,999,500
,222.222.133.213,,,,,99,999,500
,222.222.168.116,,,,,99,999,500
,222.222.42.13,,,,,99,999,500
